id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
076015,5770,64,42,795,167,389,2114,212,303,293,167,58,19,640,97,71,1715
079900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
081001,14009,205,117,1289,467,374,6959,63,1591,1030,169,114,21,1377,87,901,3058
081002,24833,212,116,2189,696,633,13589,101,2616,1162,209,130,40,1723,161,1305,4641
081003,17417,238,127,1705,674,578,8921,78,1643,1065,140,114,34,1625,262,909,3710
081004,13272,170,94,1380,482,507,5994,99,1410,1177,175,162,66,1230,127,863,3082
081005,18471,117,45,1624,416,734,7374,403,2956,292,143,286,136,2306,71,799,4054
082006,11665,116,51,1316,330,744,4386,200,1391,377,256,88,47,1195,84,223,3153
082007,12127,99,73,1302,297,668,5471,397,1742,362,228,103,52,1151,125,172,2802
082008,5602,45,24,803,198,455,2120,212,726,142,195,69,45,563,10,73,1804
083009,11012,155,100,1257,269,554,5638,235,958,235,294,95,25,1073,130,175,2769
083010,8675,119,87,1366,380,672,2836,184,743,195,287,173,22,1339,98,146,3172
084011,11307,123,72,1458,411,616,4950,329,1541,288,216,257,103,935,21,72,2989
084012,7929,77,50,730,145,446,2782,310,697,170,328,57,18,633,57,93,1687
089900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
091001,17127,232,135,1392,442,891,9132,255,1722,2395,255,97,30,1520,269,1258,4559
091002,10163,97,53,901,185,512,6040,371,1581,539,397,9,9,954,53,115,2799
091003,8426,73,41,860,233,559,3952,264,906,476,280,57,26,1046,129,223,2507
091004,7736,57,33,810,157,457,3325,238,919,414,195,19,14,876,162,195,1958
092005,9440,40,24,1290,320,567,3504,248,675,687,124,148,60,1422,196,300,2920
092006,17042,172,69,1484,371,598,7941,302,872,1161,192,165,55,2961,797,350,4101
092007,9985,82,46,920,192,554,4471,243,668,915,169,50,14,1098,169,192,2279
092008,8680,48,8,1279,264,607,3045,128,472,559,256,80,8,1199,120,168,2893
093009,6715,36,20,856,236,435,3191,282,561,338,255,56,13,730,113,143,1778
093010,8560,26,13,821,175,575,4325,317,1552,304,220,97,26,853,65,194,1946
093011,9138,61,37,1107,246,406,4218,172,959,1131,197,49,37,1181,430,209,2521
093012,5267,22,22,575,133,243,1792,155,398,66,133,66,22,797,89,22,1129
094013,4283,16,8,500,98,164,1854,205,418,394,205,25,16,656,57,57,1231
094014,6260,42,25,780,108,390,2931,216,241,357,83,50,25,780,224,33,1553
094015,8580,66,39,1456,407,512,2480,144,276,761,26,39,26,1036,131,289,2847
094016,3077,0,0,284,57,213,1078,128,156,241,170,14,14,298,28,28,794
095017,6089,42,37,542,110,216,3102,189,457,847,110,53,5,789,242,158,1136
095018,5848,19,9,617,84,299,2663,75,467,831,103,47,9,598,103,28,1196
095019,13895,212,130,1679,513,424,6829,122,538,1271,73,65,16,1247,277,261,3113
095020,4248,30,15,368,113,195,2083,90,421,662,293,90,45,504,60,128,1008
099900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101001,10817,177,96,1992,438,711,3023,297,671,241,84,213,64,1385,233,217,3843
101002,11338,137,76,1490,333,660,5231,368,1250,278,227,178,71,1116,76,186,3672
101003,10339,86,39,919,155,442,4738,430,1135,243,248,81,27,1094,187,135,2293
102004,10748,120,73,1620,294,780,4455,270,623,430,188,122,24,1190,122,172,4420
102005,8166,142,82,1254,190,513,3314,155,487,366,103,103,43,789,147,129,3551
102006,7354,92,39,1055,166,458,2849,239,458,246,177,104,27,974,193,131,2287
103007,8193,65,42,823,178,366,4100,181,450,583,311,55,10,693,74,100,1716
104008,5702,86,51,552,91,202,2464,207,435,263,334,35,5,668,71,86,1230
104009,4718,26,16,315,56,207,2328,69,298,289,485,36,7,675,128,98,866
109900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111001,6459,62,47,1105,218,420,2381,16,436,249,436,93,16,638,31,78,1805
111002,8273,144,108,1129,263,601,3211,184,762,276,144,76,16,1057,105,200,3135
111003,9993,189,117,1259,345,630,4290,274,939,324,181,85,46,1213,192,249,3333
112004,12500,98,41,1500,359,689,5538,290,1135,469,342,70,12,1101,81,249,3365
112005,8689,99,70,952,233,378,4586,329,1254,538,230,58,20,806,143,116,2733
113006,9147,93,73,1079,183,378,4274,340,1129,390,180,32,12,1295,268,201,2342
113007,17172,142,112,1710,419,786,9264,319,1217,750,151,106,47,1173,192,384,3743
113008,20785,299,251,1958,521,502,9414,318,1900,550,183,154,96,1794,810,714,3926
114009,8642,108,85,913,159,457,4038,181,530,856,125,57,20,913,207,187,2317
114010,9285,98,55,1089,220,477,4266,263,1285,692,159,86,18,1151,447,171,2564
114011,7949,61,36,918,165,359,4213,169,610,405,197,75,22,681,140,122,2126
115012,10568,67,67,1122,269,359,5789,179,942,1212,561,67,22,1055,269,269,2446
115013,5433,36,26,569,155,268,2726,110,243,906,201,39,10,634,97,45,1378
119900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
121001,10371,143,87,1239,366,648,4429,153,1083,547,160,70,14,1100,80,202,3990
121002,13157,203,123,1184,304,641,5777,355,1538,438,174,112,36,1158,181,246,3225
122003,11715,162,76,1505,368,747,4937,144,751,325,173,51,4,902,83,202,3223
122004,14316,67,12,1592,369,914,4685,278,1289,327,327,85,48,1084,24,950,3801
122005,16140,282,154,1526,327,745,8392,154,472,817,91,54,18,926,118,245,3342
124006,4291,29,12,424,61,318,1607,131,457,179,167,29,8,624,41,86,1101
124007,5653,51,33,341,91,263,2906,242,680,719,384,39,15,891,66,66,1202
125008,7568,84,54,821,193,495,3259,296,893,386,91,133,54,791,18,145,1937
125009,13923,110,69,1334,329,529,4281,213,814,495,276,110,38,1043,141,166,2869
126010,10455,74,32,1083,255,425,5201,340,966,340,212,106,53,839,0,149,3237
126011,7896,106,55,1230,321,548,3161,131,836,263,88,142,51,781,22,139,2807
126012,6041,73,36,757,226,502,1885,109,684,182,189,73,22,488,15,58,1878
129900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
