id,district_region_name,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
037015,Prenzlauer Berg Südwest,4031,17,9,285,80,51,2511,59,217,385,116,10,4,394,136,46,1200
037016,Prenzlauer Berg Süd,3578,13,8,148,34,52,2376,79,326,351,96,14,10,332,103,17,1249
039900,"Bezirk (Pk), nicht zuzuordnen",1056,32,21,47,7,36,470,57,200,145,1,8,4,21,0,60,162
040000,Charlottenburg-Wilmersdorf,56593,536,288,3805,880,1355,30622,741,4499,3824,1567,145,64,3489,653,885,10407
041001,Charlottenburg Nord,2943,24,11,234,39,116,1193,53,335,68,72,13,4,223,10,160,676
042002,Heerstraße,2141,11,7,150,40,39,873,39,256,79,110,10,3,153,40,24,312
042003,Westend,4792,24,12,228,52,123,2943,80,347,181,141,22,7,297,27,13,742
043004,Schloss Charlottenburg,5548,50,30,421,104,158,2852,68,349,502,145,12,4,424,92,121,1124
043005,Mierendorffplatz,2248,20,10,156,46,58,1023,28,211,123,47,12,7,146,19,30,382
043006,Otto-Suhr-Allee/Kantstraße,11056,110,52,673,165,221,5961,48,462,730,189,20,9,614,59,194,1857
044007,Grunewald,1768,10,6,130,28,67,1001,48,317,82,185,9,5,172,49,11,428
044008,Schmargendorf,2362,14,7,145,15,58,1435,73,326,302,114,6,4,193,30,14,511
045009,Halensee,4275,28,14,222,47,100,2291,70,356,297,159,8,5,250,47,55,828
045010,Lietzenburger Straße,13634,143,67,1065,280,239,7512,95,716,590,222,25,11,637,177,148,2255
045011,Volkspark Wilmersdorf,5690,60,39,340,54,125,3213,89,558,738,183,7,3,380,103,66,1132
049900,"Bezirk (Ch-Wi), nicht zuzuordnen",136,42,33,41,10,51,325,50,266,132,0,1,2,0,0,49,160
050000,Spandau,26747,269,142,2622,577,1074,11832,369,1755,924,586,153,64,2260,357,493,6631
051001,Hakenfelde,1713,15,9,192,27,89,826,29,149,71,45,13,7,184,15,15,558
051002,Falkenhagener Feld,3120,31,17,401,85,180,1285,39,176,142,93,28,9,331,23,36,1127
051003,Spandau Mitte,6555,101,55,629,159,254,2673,64,307,196,89,26,12,528,96,175,1607
052004,Brunsbütteler Damm,1663,16,6,159,28,76,814,36,123,65,63,15,5,177,11,10,437
052005,Heerstraße,2630,22,14,337,81,128,1079,31,192,58,77,21,12,298,86,23,814
052006,Wilhelmstadt,6218,29,13,480,95,164,2539,39,286,185,75,15,5,406,81,144,941
053007,Haselhorst,1952,21,7,156,29,67,997,57,143,72,38,10,5,115,13,20,484
053008,Siemensstadt,1902,15,6,129,29,50,989,35,131,78,40,13,5,117,22,14,366
054009,Gatow/Kladow,994,4,1,105,28,39,489,14,139,35,65,11,4,104,10,2,204
059900,"Bezirk (Sp), nicht zuzuordnen",0,15,14,34,16,27,141,25,109,22,1,1,0,0,0,54,93
060000,Steglitz-Zehlendorf,25128,180,98,1596,315,740,13437,495,2481,2352,1281,86,34,2457,651,356,4478
061001,Schloßstraße,4294,25,13,202,40,63,2517,26,212,349,64,6,2,217,56,33,463
061002,Albrechtstraße,3098,32,21,233,47,124,1408,95,298,229,133,8,7,364,62,46,790
062003,Lankwitz,2550,19,11,268,54,108,970,44,207,109,104,7,0,298,52,77,614
062004,Ostpreußendamm,2468,16,7,193,45,80,1222,40,231,230,165,18,7,291,98,36,496
063005,Teltower Damm,2612,16,10,151,30,74,1442,50,247,438,132,12,6,260,70,42,416
063006,Drakestraße,3623,18,10,203,28,100,1917,91,410,267,199,10,3,261,50,41,560
064007,Zehlendorf Südwest,2311,15,7,135,29,61,1186,46,221,195,136,6,1,313,109,17,340
064008,Zehlendorf Nord,3950,25,13,193,41,94,2517,90,575,454,345,15,6,453,154,38,724
069900,"Bezirk (St-Zd), nicht zuzuordnen",222,14,6,18,1,36,258,13,80,81,3,4,2,0,0,26,75
070000,Tempelhof-Schöneberg,41545,425,247,3119,709,1186,20377,577,2967,2917,1044,171,58,3409,702,900,7933
071001,Schöneberg Nordwest,6912,122,76,571,161,138,3650,24,266,309,116,13,5,383,76,205,1376
071002,Schöneberg Nordost,3074,37,24,247,66,93,1520,43,239,326,111,13,6,282,75,58,684
072003,Schöneberg Südwest,2124,16,12,189,45,57,1081,27,156,275,53,1,0,151,22,79,476
072004,Schöneberg Südost,5734,41,15,374,92,104,2551,29,254,451,104,10,5,417,109,99,913
073005,Friedenau West,2570,19,12,109,11,62,1605,31,167,361,48,5,2,183,76,26,336
073006,Friedenau Ost,1885,17,10,121,21,52,1014,45,200,184,51,5,3,159,32,17,350
074007,Tempelhof Nord,2518,10,7,172,42,73,828,26,158,156,35,17,5,244,36,151,460
074008,Tempelhof Südwest,3972,24,7,320,68,120,1758,54,301,209,57,28,5,366,94,27,732
074009,Tempelhof Südost,3142,17,7,186,40,86,1311,49,247,74,34,11,1,212,28,33,452
075010,Mariendorf Nord,2359,22,12,179,46,56,1255,45,244,88,56,12,6,209,32,32,453
075011,Mariendorf Süd,1716,16,9,114,25,44,833,38,181,85,62,10,5,161,8,37,314
076012,Marienfelde Nord,1217,9,6,122,27,48,548,14,116,79,67,7,1,126,19,16,258
076013,Marienfelde Süd,1248,8,3,101,19,46,605,15,71,40,23,11,4,130,9,26,283
076014,Lichtenrade Nord,1105,8,5,110,18,54,474,40,98,33,131,6,2,114,14,11,262
076015,Lichtenrade Süd,1969,22,13,177,28,102,761,80,125,112,96,22,7,272,72,49,440
079900,"Bezirk (Th-Sb), nicht zuzuordnen",0,37,29,27,0,51,583,17,144,135,0,0,1,0,0,34,144
080000,Neukölln,47014,582,326,3762,1018,1367,21690,541,3226,2383,1182,253,108,4161,670,1683,9854
081001,Schillerpromenade,5444,91,52,450,134,142,2232,30,349,252,101,25,10,497,120,803,1136
081002,Neuköllner Mitte/Zentrum,10325,92,42,780,247,220,4805,56,413,341,157,30,11,685,123,202,1760
081003,Reuterstraße,7075,106,50,465,132,149,3332,30,259,540,159,27,13,504,123,192,1298
081004,Rixdorf,5623,77,45,498,145,182,2732,51,344,453,199,26,13,534,83,182,1497
081005,Köllnische Heide,2710,32,17,242,57,97,1209,46,315,58,42,19,10,410,51,54,628
082006,Britz Nord,2629,27,15,227,62,109,1088,36,283,81,55,15,9,171,20,43,580
082007,Britz,2877,27,12,201,44,67,1241,35,258,151,83,13,7,220,38,73,473
082008,Buckow,1694,11,5,173,36,85,746,55,215,62,108,15,10,172,25,14,442
083009,Gropiusstadt West,2997,29,19,209,47,74,1384,26,125,102,34,27,4,485,36,20,618
083010,Gropiusstadt Ost,1292,17,15,160,44,62,592,32,88,84,25,13,5,113,8,11,488
084011,Buckow Nord,965,11,5,94,15,32,430,15,77,36,37,6,5,49,1,11,196
084012,Rudow,2898,28,20,216,43,112,1328,99,349,165,182,29,11,311,42,36,601
089900,"Bezirk (Nk), nicht zuzuordnen",485,34,29,47,12,36,571,30,151,58,0,8,0,10,0,42,137
090000,Treptow-Köpenick,24129,197,98,1864,437,730,11706,460,1760,2079,709,155,70,2468,595,517,4798
091001,Alt-Treptow,2287,53,35,154,51,50,1273,29,87,286,39,5,4,191,62,140,461
091002,Plänterwald,1894,6,3,61,7,39,689,52,135,60,24,5,1,128,27,7,280
091003,Baumschulenweg,1617,14,5,122,20,47,908,43,155,111,74,7,2,154,32,25,348
091004,Johannisthal,1275,11,4,96,18,44,604,29,99,76,61,11,7,102,15,21,253
092005,Oberschöneweide,2197,16,6,271,80,92,973,46,166,114,39,17,4,269,46,54,608
092006,Niederschöneweide,1896,10,5,118,23,39,932,17,66,123,20,12,6,207,107,39,257
092007,Adlershof,1933,21,7,125,24,46,1081,28,127,169,24,12,6,169,36,25,287
092008,Köllnische Vorstadt/Spindlersfeld,794,3,2,104,24,33,322,17,36,74,9,4,3,109,30,20,243
093009,Altglienicke,1266,7,4,112,28,53,679,54,125,88,102,7,2,132,16,16,327
093010,Bohnsdorf,840,9,2,43,13,31,436,17,90,38,89,4,1,77,8,21,119
093011,Grünau,596,2,2,29,10,16,293,10,44,72,22,3,2,142,87,2,118
093012,Schmöckwitz,241,0,0,21,5,6,128,4,25,9,38,2,2,29,2,1,46
094013,Köpenick Süd,527,0,0,36,7,17,252,21,50,55,13,16,1,66,1,5,109
094014,Allende-Viertel,880,5,3,123,23,34,381,21,59,69,6,4,4,77,3,15,213
094015,Altstadt Köpenick,607,0,0,81,17,33,218,5,36,55,4,10,7,79,7,14,170
094016,Müggelheim,240,0,0,30,4,17,99,1,28,7,13,2,2,32,1,2,64
095017,Friedrichshagen,1168,7,2,57,12,29,693,26,110,253,22,9,4,143,34,4,194
095018,Rahnsdorf,606,1,0,44,12,16,326,7,67,102,52,6,3,71,15,5,81
095019,Dammvorstadt,2088,16,9,195,51,40,785,6,51,127,15,5,3,183,52,80,401
095020,Köpenick Nord,938,3,0,42,8,29,346,12,60,97,41,4,1,108,14,2,171
099900,"Bezirk (Tp-Kp), nicht zuzuordnen",239,13,9,0,0,19,288,15,144,94,2,10,5,0,0,19,48
100000,Marzahn-Hellersdorf,23245,222,121,2841,534,875,9624,584,1941,995,684,186,44,2655,505,367,5720
101001,Marzahn Nord,1961,26,16,341,56,106,641,43,113,82,21,24,8,259,57,39,631
101002,Marzahn Mitte,4894,50,26,670,133,180,1887,135,447,128,62,39,9,494,54,69,1255
101003,Marzahn Süd,3900,39,18,333,64,91,1774,126,383,87,112,25,6,379,59,44,722
102004,Hellersdorf Nord,4085,33,16,606,106,200,1591,73,262,122,47,28,4,537,108,81,1257
102005,Hellersdorf Ost,1678,14,8,236,42,83,574,32,127,76,14,12,3,269,54,45,507
102006,Hellersdorf Süd,1856,22,14,246,36,79,626,41,124,70,32,32,3,205,51,33,506
103007,Biesdorf,2252,11,6,139,28,60,1312,46,220,180,169,10,2,199,48,25,310
104008,Kaulsdorf,1120,3,1,97,19,22,545,27,95,98,102,3,3,109,19,16,170
104009,Mahlsdorf,1255,4,2,75,13,34,663,43,109,128,124,7,3,161,55,9,183
109900,"Bezirk (Mz-Hd), nicht zuzuordnen",244,20,14,98,37,20,11,18,61,24,1,6,3,43,0,6,179
110000,Lichtenberg,25619,212,110,2351,502,645,12785,735,2133,1854,730,148,58,2542,568,387,5669
111001,Malchow,287,4,2,29,4,9,145,3,17,17,11,2,1,27,3,2,55
111002,Neu-Hohenschönhausen Nord,1865,13,8,310,54,67,710,81,133,88,17,20,7,208,28,43,609
111003,Neu-Hohenschönhausen Süd,1976,18,5,280,60,64,912,62,113,90,38,15,4,175,15,35,558
112004,Alt-Hohenschönhausen Nord,1710,16,6,138,38,38,929,16,104,67,107,5,2,145,8,16,333
112005,Alt-Hohenschönhausen Süd,2630,19,7,230,43,57,1494,124,325,191,102,11,4,235,39,20,674
113006,Fennpfuhl,2978,24,14,184,35,65,1450,103,326,224,90,12,5,326,80,36,584
113007,Alt-Lichtenberg,4240,36,20,346,90,104,2096,72,324,247,96,25,13,370,110,37,820
113008,Frankfurter Allee Süd,1880,16,6,139,26,21,782,25,113,124,28,11,5,147,46,74,304
114009,Neu-Lichtenberg,3197,24,15,262,51,63,1674,62,201,299,63,14,6,376,112,50,681
114010,Friedrichsfelde Nord,1324,10,3,148,36,27,603,51,106,61,52,7,1,123,33,14,306
114011,Friedrichsfelde Süd,1567,8,6,134,28,51,712,43,104,109,50,9,4,210,51,11,342
115012,Rummelsburger Bucht,417,2,2,39,15,8,230,10,27,40,16,1,0,51,17,12,90
115013,Karlshorst,1548,6,2,112,22,48,862,49,143,227,60,14,5,149,26,22,284
119900,"Bezirk (Lb), nicht zuzuordnen",0,16,14,0,0,23,186,34,97,70,0,2,1,0,0,15,29
120000,Reinickendorf,30801,325,163,2891,653,1152,13835,372,2452,1232,823,131,50,2600,649,869,6959
121001,Ost 1 - Reginhardstraße,3231,39,17,427,99,148,1150,39,200,124,74,17,7,280,28,89,926
121002,Ost 2 - Alt-Reinickendorf,3498,42,24,305,68,119,1583,42,346,160,68,19,6,318,65,131,807
122003,West 4 - Auguste-Viktoria-Allee,3408,29,13,372,88,135,1616,35,199,117,58,9,4,302,52,54,951
122004,West 1 - Tegel-Süd/Flughafensee,3885,12,5,199,42,105,864,28,180,36,47,8,3,130,13,216,447
122005,West 5 - Tegel,2053,17,9,181,50,41,1051,3,54,115,27,3,0,161,53,54,408
124006,West 2 - Heiligensee/Konradshöhe,1328,5,1,92,19,44,570,25,154,83,112,7,4,190,47,25,209
124007,Nord 1 - Frohnau/Hermsdorf,1893,27,14,120,23,56,1036,36,323,188,191,6,3,219,52,31,314
125008,West 3 - Borsigwalde/Freie Scholle,1345,12,4,127,28,57,592,14,119,46,52,2,1,121,11,24,315
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,4388,42,25,344,73,137,1592,43,282,152,122,18,8,316,118,75,704
126010,Rollbergesiedlung,1185,22,7,111,21,55,414,15,81,25,29,3,3,255,191,16,225
126011,MV Nord,3366,42,24,371,97,134,1659,57,260,91,22,27,7,223,16,76,1109
126012,MV Süd,1020,23,9,138,37,68,393,15,105,31,20,8,2,85,3,20,344
129900,"Bezirk (Rd), nicht zuzuordnen",201,13,11,104,8,53,1315,20,149,64,1,4,2,0,0,58,200
999900,"Stadtgebiet Berlin, nicht zuzuordnen",59169,89,37,1323,362,677,15757,43,372,307,10,15,7,1691,649,577,2369
999999,Berlin (PKS gesamt),569549,5407,2951,40675,10029,13937,267123,6692,35113,32244,11815,2120,841,41954,9894,15753,102589
